identifier,download,doi,title
10.1785/0320240016,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/3/204/6931759/tsr-2024016.1.pdf,https://doi.org/10.1785/0320240016,Pdiff Postcursors from the Base of the Hawaiian ULVZ
10.1785/0320240020,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/3/214/6953243/tsr-2024020.1.pdf,https://doi.org/10.1785/0320240020,"Rupture Model of the 5 April 2024 Tewksbury, New Jersey, Earthquake Based on Regional Lg‐Wave Data"
10.1785/0320240022,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/3/223/6958884/tsr-2024022.1.pdf,https://doi.org/10.1785/0320240022,Potency–Magnitude Scaling Relations and a Unified Earthquake Catalog for the Western United States
10.1785/0320240025,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/3/231/6960425/tsr-2024025.1.pdf,https://doi.org/10.1785/0320240025,The Value of Hyperparameter Optimization in Phase‐Picking Neural Networks
10.1785/0320240024,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/4/240/6971326/tsr-2024024.1.pdf,https://doi.org/10.1785/0320240024,Preliminary Observations of the 5 April 2024 Mw 4.8 New Jersey Earthquake
10.1785/0320240026,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/4/251/6971679/tsr-2024026.1.pdf,https://doi.org/10.1785/0320240026,"Relationships Between Upper‐Plate Structure, Mantle Wedge Melting, and Fore‐Arc Sliver Transport in the Nicaraguan Subduction Zone"
10.1785/0320240008,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/4/259/7019682/tsr-2024008.1.pdf,https://doi.org/10.1785/0320240008,What Do We Know Without the Catalog? Eliciting Prior Beliefs from Experts for Aftershock Models
10.1785/0320240029,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/4/268/7032122/tsr-2024029.1.pdf,https://doi.org/10.1785/0320240029,A Resolution of the Variability Discrepancy Between Peak Ground Acceleration and Spectral Stress Drop
10.1785/0320240030,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/4/279/7042315/tsr-2024030.1.pdf,https://doi.org/10.1785/0320240030,Reduced Injection Rates and Shallower Depths Mitigated Induced Seismicity in Oklahoma
10.1785/0320240039,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/4/299/7062618/tsr-2024039.1.pdf,https://doi.org/10.1785/0320240039,"Waveform Tomography Improves Far‐Regional Distance Simulations of Underground Nuclear Explosions and Earthquakes from the Former Nuclear Test Site, Western United States"
10.1785/0320240018,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/4/288/7062626/tsr-2024018.1.pdf,https://doi.org/10.1785/0320240018,Forensic Seismic Evidence for Precursory Mobilization in Gaza Leading to the October 7 Hamas Attack
10.1785/0320240031,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/4/308/7067184/tsr-2024031.1.pdf,https://doi.org/10.1785/0320240031,"Passive Seismic Imaging of Urban Environments Using Distributed Acoustic Sensing: A Case Study from Melbourne, Australia"
10.1785/0320240033,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/4/4/318/7072204/tsr-2024033.1.pdf,https://doi.org/10.1785/0320240033,Induced Resonance and Forces Imparted on Buildings from Volcano Infrasound
10.1785/0320240036,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/1/7090102/tsr-2024036.1.pdf,https://doi.org/10.1785/0320240036,The Energy Space Density (ESD) Distribution: A New Approach to Reveal the Degree of Fracturing of the Crust in the Etna Region (Italy)
10.1785/0320240027,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/23/7093322/tsr-2024027.1.pdf,https://doi.org/10.1785/0320240027,"Reply to “Comment on ‘The 1886 Charleston, South Carolina, Earthquake: Relic Railroad Offset Reveals Rupture’ by Roger Bilham and Susan E. Hough” by Thomas L. Pratt, Martin C. Chapman, and Qimin Wu"
10.1785/0320240002,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/11/7093328/tsr-2024002.1.pdf,https://doi.org/10.1785/0320240002,"Comment on “The 1886 Charleston, South Carolina, Earthquake: Relic Railroad Offset Reveals Rupture” by Roger Bilham and Susan E. Hough"
10.1785/0320240035,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/35/7096447/tsr-2024035.1.pdf,https://doi.org/10.1785/0320240035,Aftershocks on the Planar Rupture Surface of the Deep‐Focus Mw 7.9 Bonin Islands Earthquake
10.1785/0320240028,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/55/7098522/tsr-2024028.1.pdf,https://doi.org/10.1785/0320240028,Reducing the Parameter Dependency of Phase‐Picking Neural Networks with Dice Loss
10.1785/0320240034,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/44/7098529/tsr-2024034.1.pdf,https://doi.org/10.1785/0320240034,Earthquake Recurrence Estimates for Northern Caribbean Faults from Combinatorial Optimization
10.1785/0320240046,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/64/7101810/tsr-2024046.1.pdf,https://doi.org/10.1785/0320240046,Exploring Continuous Seismic Data at an Industry Facility Using Unsupervised Machine Learning
10.1785/0320240041,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/73/7111324/tsr-2024041.1.pdf,https://doi.org/10.1785/0320240041,"Long‐Term Trends in Microseismicity During Operational Shut‐Ins at the Coso Geothermal Field, California"
10.1785/0320240040,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/83/7113377/tsr-2024040.1.pdf,https://doi.org/10.1785/0320240040,"Remote Single‐Station Seismic Monitoring of the July–October 2022 Earthquake Swarm at Ta‘ū Volcano, American Samoa"
10.1785/0320240038,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/97/7126851/tsr-2024038.1.pdf,https://doi.org/10.1785/0320240038,Regional Source‐Type Discrimination Using Nonlinear Alignment Algorithms
10.1785/0320240045,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/118/7151829/tsr-2024045.1.pdf,https://doi.org/10.1785/0320240045,The Effect of Sharp Bends and Cable Coupling on DAS Recording in an Urban Environment
10.1785/0320240044,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/107/7151837/tsr-2024044.1.pdf,https://doi.org/10.1785/0320240044,Coseismic Deep‐Seated Gravitational Slope Deformations Triggered by the 2024 Mw 7.5 Noto Peninsula Earthquake
10.1785/0320250009,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/1/127/7160014/tsr-2025009.1.pdf,https://doi.org/10.1785/0320250009,Performance of bEPIC Through the 2024 M 7.0 Mendocino Earthquake Sequence
10.1785/0320240051,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/2/136/7163185/tsr-2024051.1.pdf,https://doi.org/10.1785/0320240051,Examining the Effects of Basin Interfaces on Ground Motions with Lab‐Based Seismic Data Obtained Using a 3D‐Printed Basin Model
10.1785/0320250010,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/2/145/7172330/tsr-2025010.1.pdf,https://doi.org/10.1785/0320250010,Revisiting the Seismicity in the Eagle Ford Shale: The Overlooked Role of Wastewater Disposal
10.1785/0320250005,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/2/155/7187161/tsr-2025005.1.pdf,https://doi.org/10.1785/0320250005,Seismic Event Identification: Context to Confidence
10.1785/0320250004,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/2/175/7193520/tsr-2025004.1.pdf,https://doi.org/10.1785/0320250004,"An Enhanced Focal Mechanism Catalog of Induced Earthquakes in Weiyuan, Sichuan, from Dense Array Data and a Multitask Deep Learning Model"
10.1785/0320250007,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/2/165/7193528/tsr-2025007.1.pdf,https://doi.org/10.1785/0320250007,"Seismic, Field, and Remote Sensing Analysis of the 13 February 2024 Çöpler Gold Mine Landslide, Erzincan, Türkiye"
10.1785/0320250006,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/2/185/7198070/tsr-2025006.1.pdf,https://doi.org/10.1785/0320250006,Assessment of Seismic Hazard Potential for a Geothermal Field: A Case Study in West Texas
10.1785/0320250013,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/2/195/7203263/tsr-2025013.1.pdf,https://doi.org/10.1785/0320250013,Generalized Nearest‐Neighbor Distance and Hawkes Point Process Modeling Applied to Mining‐Induced Seismicity
10.1785/0320240047,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/2/207/7214743/tsr-2024047.1.pdf,https://doi.org/10.1785/0320240047,Constraints on Midmantle Discontinuities in Mars from Analysis of InSight Seismic Data
10.1785/0320250015,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/2/218/7219419/tsr-2025015.1.pdf,https://doi.org/10.1785/0320250015,Differential Seismic Phase Detection Probability as a Potential Discriminant of Explosions and Earthquakes
10.1785/0320250002,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/2/228/7229032/tsr-2025002.1.pdf,https://doi.org/10.1785/0320250002,"The 2021 Mw 5.6 Earthquake in the Guyana Shield, South America: An Intraplate Event with No Reason to Occur"
10.1785/0320250018,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/2/239/7278646/tsr-2025018.1.pdf,https://doi.org/10.1785/0320250018,Quantitative Evaluations of Earthquake Early Warning Performance Using “Did You Feel It?” and Post‐Alert Surveys
10.1785/0320250016,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/3/250/7287394/tsr-2025016.1.pdf,https://doi.org/10.1785/0320250016,"Subsurface Imaging in Urban Environments: Utilizing Distributed Acoustic Sensing in Downtown Reno, Nevada"
10.1785/0320250021,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/3/260/7296240/tsr-2025021.1.pdf,https://doi.org/10.1785/0320250021,The 28 March 2025 Mw 7.8 Myanmar Earthquake: Preliminary Analysis of an ∼480 km Long Intermittent Supershear Rupture
10.1785/0320250024,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/3/281/7301469/tsr-2025024.1.pdf,https://doi.org/10.1785/0320250024,Curved Fault Slip Captured by CCTV Video During the 2025 Mw 7.7 Myanmar Earthquake
10.1785/0320250003,https://pubs.geoscienceworld.org/ssa/tsr/article-pdf/5/3/270/7301476/tsr-2025003.1.pdf,https://doi.org/10.1785/0320250003,"AK112: Full Waveform Inversion Tomography of Alaska Improves Waveform Fits While Imaging Crustal, Mantle, and Slab Structure"
